ERP_ID,PROJECT_CODE,REGION,SERVICE_LINE,PLANNED_DAYS,ACTUAL_DAYS,BUDGET_PEN,REVENUE_PEN,ACTUAL_COST_PEN,PROFIT_PEN,KLOC,DEFECTS,PM_CODE,SYS_NODE
ERP-05951,PROJ-4411,Huancayo,Project Mgmt,123,139,53259,87851,68273,19578,15,1,PM_MEZA,SRV-NODE-5
ERP-05952,PROJ-9890,Cajamarca,Project Mgmt,29,29,7453,14055,8831,5224,24,23,PM_RIVAS,SRV-NODE-10
ERP-05953,PROJ-3077,Arequipa,Audiovisual,59,68,20473,40737,22741,17996,32,17,PM_VEGA,SRV-NODE-7
ERP-05954,PROJ-8900,Cajamarca,Project Mgmt,43,57,16125,33646,19764,13882,10,1,PM_PEREZ,SRV-NODE-2
ERP-05955,PROJ-2902,Puno,Audiovisual,115,125,57960,109308,63454,45854,25,34,PM_VEGA,SRV-NODE-5
ERP-05956,PROJ-1916,Huancayo,Business Proc,106,126,22684,41445,27691,13754,12,15,PM_PEREZ,SRV-NODE-8
ERP-05957,PROJ-7170,Huancayo,Audiovisual,66,74,31680,66694,44230,22464,38,49,PM_PEREZ,SRV-NODE-5
ERP-05958,PROJ-2453,Tacna,Project Mgmt,34,45,13770,24155,18306,5849,18,20,PM_VEGA,SRV-NODE-4
ERP-05959,PROJ-6372,Piura,Audiovisual,75,93,33525,63811,38257,25554,19,7,PM_MEZA,SRV-NODE-1
ERP-05960,PROJ-5797,Tacna,Videoconference,27,32,7047,12567,8877,3690,50,26,PM_MEZA,SRV-NODE-3
ERP-05961,PROJ-2656,Iquitos,Videoconference,157,164,32970,68750,37557,31193,8,3,PM_SOTO,SRV-NODE-1
ERP-05962,PROJ-6550,Trujillo,Business Proc,56,70,22288,48342,25103,23239,8,11,PM_SOTO,SRV-NODE-7
ERP-05963,PROJ-8953,Iquitos,Audiovisual,82,105,35998,59057,36363,22694,48,11,PM_MEZA,SRV-NODE-3
ERP-05964,PROJ-3760,Trujillo,Project Mgmt,122,133,65392,130087,85780,44307,23,18,PM_PEREZ,SRV-NODE-4
ERP-05965,PROJ-9611,Puno,Audiovisual,71,83,41961,81274,53994,27280,47,51,PM_PEREZ,SRV-NODE-2
ERP-05966,PROJ-8777,Cajamarca,Videoconference,120,139,46440,90950,47285,43665,20,15,PM_RIVAS,SRV-NODE-5
ERP-05967,PROJ-9155,Iquitos,Business Proc,77,94,26873,49826,30103,19723,49,10,PM_RIVAS,SRV-NODE-9
ERP-05968,PROJ-3861,Tacna,Project Mgmt,116,142,24824,50218,31742,18476,26,46,PM_MEZA,SRV-NODE-4
ERP-05969,PROJ-8131,Piura,Videoconference,75,79,15450,25705,17927,7778,40,43,PM_MEZA,SRV-NODE-9
ERP-05970,PROJ-7223,Lima,Videoconference,37,42,13801,23585,14661,8924,42,30,PM_RIVAS,SRV-NODE-4
ERP-05971,PROJ-4320,Cajamarca,Videoconference,122,163,64416,110079,87670,22409,41,32,PM_MEZA,SRV-NODE-3
ERP-05972,PROJ-2639,Trujillo,Business Proc,123,145,28782,60882,34274,26608,16,25,PM_MEZA,SRV-NODE-9
ERP-05973,PROJ-6375,Trujillo,Business Proc,165,177,86295,157966,102168,55798,46,57,PM_VEGA,SRV-NODE-5
ERP-05974,PROJ-4127,Cajamarca,Project Mgmt,104,131,53872,91285,66940,24345,23,5,PM_MEZA,SRV-NODE-8
ERP-05975,PROJ-6519,Puno,Project Mgmt,100,126,35400,77713,47442,30271,21,27,PM_MEZA,SRV-NODE-5
ERP-05976,PROJ-6199,Arequipa,Business Proc,129,151,68112,110998,74967,36031,50,70,PM_SOTO,SRV-NODE-9
ERP-05977,PROJ-6526,Cusco,Videoconference,121,134,58080,109492,80103,29389,28,36,PM_MEZA,SRV-NODE-1
ERP-05978,PROJ-5923,Cusco,Audiovisual,102,124,31008,60055,36622,23433,7,2,PM_VEGA,SRV-NODE-8
ERP-05979,PROJ-1260,Lima,Audiovisual,59,69,34751,64780,35071,29709,23,23,PM_PEREZ,SRV-NODE-9
ERP-05980,PROJ-3400,Puno,Project Mgmt,155,203,41075,80674,52069,28605,47,50,PM_VEGA,SRV-NODE-9
ERP-05981,PROJ-1256,Trujillo,Project Mgmt,133,151,36841,71596,45330,26266,18,4,PM_SOTO,SRV-NODE-3
ERP-05982,PROJ-2943,Cajamarca,Project Mgmt,72,93,33912,64869,47419,17450,4,5,PM_PEREZ,SRV-NODE-10
ERP-05983,PROJ-1008,Tacna,Business Proc,172,175,58996,112937,78067,34870,28,23,PM_PEREZ,SRV-NODE-2
ERP-05984,PROJ-3526,Puno,Audiovisual,138,178,77418,127496,88159,39337,38,55,PM_PEREZ,SRV-NODE-8
ERP-05985,PROJ-5051,Arequipa,Audiovisual,141,164,51324,99646,66226,33420,6,5,PM_SOTO,SRV-NODE-4
ERP-05986,PROJ-1273,Huancayo,Project Mgmt,66,83,23628,46911,31967,14944,17,3,PM_SOTO,SRV-NODE-8
ERP-05987,PROJ-3637,Tacna,Videoconference,139,184,29329,49784,34205,15579,44,21,PM_RIVAS,SRV-NODE-4
ERP-05988,PROJ-4311,Piura,Videoconference,34,44,16558,28600,21545,7055,12,16,PM_MEZA,SRV-NODE-7
ERP-05989,PROJ-9515,Piura,Business Proc,44,49,9064,15205,12084,3121,4,6,PM_VEGA,SRV-NODE-9
ERP-05990,PROJ-1814,Tacna,Audiovisual,165,209,52635,92349,54451,37898,25,7,PM_PEREZ,SRV-NODE-5
ERP-05991,PROJ-4839,Cusco,Business Proc,75,94,44625,88281,56647,31634,21,13,PM_VEGA,SRV-NODE-5
ERP-05992,PROJ-4916,Cajamarca,Audiovisual,65,81,36660,69103,48053,21050,50,7,PM_SOTO,SRV-NODE-3
ERP-05993,PROJ-8882,Huancayo,Audiovisual,157,201,70022,122658,79620,43038,21,24,PM_PEREZ,SRV-NODE-5
ERP-05994,PROJ-4840,Huancayo,Project Mgmt,27,31,11934,22226,16634,5592,27,19,PM_SOTO,SRV-NODE-1
ERP-05995,PROJ-2477,Huancayo,Business Proc,68,76,34204,69684,39254,30430,26,39,PM_PEREZ,SRV-NODE-4
ERP-05996,PROJ-8924,Cajamarca,Videoconference,124,146,60016,127405,61038,66367,19,28,PM_PEREZ,SRV-NODE-9
ERP-05997,PROJ-3569,Cajamarca,Audiovisual,136,153,68136,147764,76263,71501,6,0,PM_PEREZ,SRV-NODE-3
ERP-05998,PROJ-8201,Trujillo,Videoconference,113,140,29832,61879,34168,27711,25,41,PM_RIVAS,SRV-NODE-5
ERP-05999,PROJ-1633,Puno,Videoconference,37,44,16280,30119,22764,7355,28,31,PM_RIVAS,SRV-NODE-8
ERP-06000,PROJ-7851,Cusco,Project Mgmt,151,174,85466,177776,98955,78821,25,32,PM_VEGA,SRV-NODE-10
ERP-06001,PROJ-8834,Cajamarca,Project Mgmt,179,215,52268,94345,55010,39335,34,36,PM_PEREZ,SRV-NODE-5
ERP-06002,PROJ-9420,Lima,Audiovisual,149,178,39038,76021,49068,26953,25,20,PM_RIVAS,SRV-NODE-10
ERP-06003,PROJ-3602,Iquitos,Project Mgmt,173,193,60723,128753,83575,45178,11,9,PM_VEGA,SRV-NODE-8
ERP-06004,PROJ-2623,Cusco,Project Mgmt,24,25,10488,22655,11133,11522,24,3,PM_SOTO,SRV-NODE-3
ERP-06005,PROJ-4219,Lima,Business Proc,151,196,66289,127267,76731,50536,50,10,PM_VEGA,SRV-NODE-9
ERP-06006,PROJ-2173,Puno,Audiovisual,132,167,74052,146165,78071,68094,38,23,PM_VEGA,SRV-NODE-4
ERP-06007,PROJ-6128,Tacna,Project Mgmt,168,206,93408,205079,103373,101706,38,55,PM_PEREZ,SRV-NODE-3
ERP-06008,PROJ-3470,Cusco,Project Mgmt,153,200,32436,53681,40970,12711,17,24,PM_MEZA,SRV-NODE-8
ERP-06009,PROJ-1050,Puno,Videoconference,160,213,56800,97652,72716,24936,30,12,PM_SOTO,SRV-NODE-3
ERP-06010,PROJ-8937,Cajamarca,Project Mgmt,160,206,55040,108195,60177,48018,22,38,PM_RIVAS,SRV-NODE-4
ERP-06011,PROJ-4682,Piura,Project Mgmt,56,66,15344,25187,18909,6278,21,13,PM_SOTO,SRV-NODE-7
ERP-06012,PROJ-8402,Tacna,Project Mgmt,121,133,69575,114147,73555,40592,4,5,PM_SOTO,SRV-NODE-9
ERP-06013,PROJ-8221,Arequipa,Audiovisual,164,205,34932,67589,41191,26398,10,7,PM_VEGA,SRV-NODE-8
ERP-06014,PROJ-1386,Puno,Videoconference,41,48,23903,49613,24680,24933,3,4,PM_PEREZ,SRV-NODE-9
ERP-06015,PROJ-5433,Cajamarca,Videoconference,105,132,52815,115796,59698,56098,15,26,PM_VEGA,SRV-NODE-5
ERP-06016,PROJ-4077,Piura,Audiovisual,150,186,30900,67922,31840,36082,42,50,PM_MEZA,SRV-NODE-4
ERP-06017,PROJ-6231,Huancayo,Project Mgmt,79,94,43766,89642,54728,34914,35,14,PM_MEZA,SRV-NODE-6
ERP-06018,PROJ-3955,Iquitos,Project Mgmt,94,97,35720,59170,46890,12280,22,36,PM_MEZA,SRV-NODE-4
ERP-06019,PROJ-3661,Iquitos,Audiovisual,177,234,44604,96373,57845,38528,40,66,PM_MEZA,SRV-NODE-2
ERP-06020,PROJ-9222,Iquitos,Videoconference,94,118,35532,72893,37371,35522,38,36,PM_MEZA,SRV-NODE-2
ERP-06021,PROJ-5139,Lima,Project Mgmt,40,43,13360,21742,14140,7602,45,44,PM_VEGA,SRV-NODE-6
ERP-06022,PROJ-3327,Cajamarca,Project Mgmt,34,44,12988,20898,14438,6460,40,38,PM_SOTO,SRV-NODE-7
ERP-06023,PROJ-7645,Tacna,Business Proc,96,117,38400,75116,52614,22502,31,5,PM_PEREZ,SRV-NODE-2
ERP-06024,PROJ-1029,Tacna,Business Proc,73,93,40150,79352,51768,27584,21,14,PM_PEREZ,SRV-NODE-8
ERP-06025,PROJ-6684,Huancayo,Videoconference,173,181,76812,124268,85594,38674,7,6,PM_SOTO,SRV-NODE-3
ERP-06026,PROJ-7224,Trujillo,Business Proc,24,26,5928,10820,6263,4557,34,58,PM_VEGA,SRV-NODE-1
ERP-06027,PROJ-6044,Huancayo,Project Mgmt,177,178,71685,116591,80221,36370,9,3,PM_MEZA,SRV-NODE-10
ERP-06028,PROJ-2581,Arequipa,Business Proc,99,127,38907,64648,46783,17865,3,5,PM_RIVAS,SRV-NODE-2
ERP-06029,PROJ-7392,Iquitos,Project Mgmt,24,26,8928,17089,9334,7755,31,26,PM_SOTO,SRV-NODE-6
ERP-06030,PROJ-3988,Piura,Business Proc,137,137,60828,124150,76229,47921,19,12,PM_SOTO,SRV-NODE-8
ERP-06031,PROJ-9009,Tacna,Business Proc,42,56,14532,23454,16063,7391,47,15,PM_PEREZ,SRV-NODE-4
ERP-06032,PROJ-1784,Piura,Project Mgmt,154,185,91168,149194,116384,32810,38,48,PM_PEREZ,SRV-NODE-2
ERP-06033,PROJ-9048,Huancayo,Audiovisual,95,108,39425,86196,42381,43815,50,12,PM_PEREZ,SRV-NODE-6
ERP-06034,PROJ-1195,Cusco,Audiovisual,36,41,17280,36628,17840,18788,9,14,PM_RIVAS,SRV-NODE-9
ERP-06035,PROJ-4202,Arequipa,Business Proc,88,91,50688,97813,70097,27716,14,18,PM_PEREZ,SRV-NODE-2
ERP-06036,PROJ-6618,Trujillo,Audiovisual,91,103,32487,56958,39498,17460,11,1,PM_SOTO,SRV-NODE-1
ERP-06037,PROJ-6382,Trujillo,Project Mgmt,71,85,14342,27963,17020,10943,9,13,PM_MEZA,SRV-NODE-5
ERP-06038,PROJ-6238,Lima,Audiovisual,150,151,55350,116232,71203,45029,19,7,PM_PEREZ,SRV-NODE-4
ERP-06039,PROJ-6136,Huancayo,Project Mgmt,59,61,20768,40598,26508,14090,45,39,PM_RIVAS,SRV-NODE-3
ERP-06040,PROJ-2619,Trujillo,Audiovisual,28,28,7084,12378,9547,2831,4,5,PM_MEZA,SRV-NODE-10
ERP-06041,PROJ-7669,Piura,Videoconference,71,75,15762,26961,19097,7864,42,65,PM_VEGA,SRV-NODE-10
ERP-06042,PROJ-7473,Lima,Business Proc,37,37,17242,35401,22753,12648,5,2,PM_SOTO,SRV-NODE-9
ERP-06043,PROJ-7945,Iquitos,Audiovisual,123,151,40959,72380,44080,28300,25,31,PM_PEREZ,SRV-NODE-4
ERP-06044,PROJ-1589,Huancayo,Business Proc,150,181,48750,81761,48962,32799,27,46,PM_RIVAS,SRV-NODE-1
ERP-06045,PROJ-6863,Arequipa,Audiovisual,20,22,8460,17160,8941,8219,4,0,PM_VEGA,SRV-NODE-8
ERP-06046,PROJ-5941,Arequipa,Business Proc,35,39,10115,20445,10916,9529,20,29,PM_PEREZ,SRV-NODE-10
ERP-06047,PROJ-1541,Iquitos,Audiovisual,37,44,13838,29267,18918,10349,11,2,PM_MEZA,SRV-NODE-2
ERP-06048,PROJ-4235,Iquitos,Project Mgmt,63,77,18837,36936,19057,17879,21,12,PM_RIVAS,SRV-NODE-5
ERP-06049,PROJ-6583,Piura,Videoconference,160,213,77600,125070,106586,18484,4,5,PM_PEREZ,SRV-NODE-1
ERP-06050,PROJ-4621,Cajamarca,Project Mgmt,30,38,10710,17401,12690,4711,49,38,PM_PEREZ,SRV-NODE-3
ERP-06051,PROJ-8529,Cajamarca,Business Proc,52,53,28444,49538,28474,21064,4,4,PM_MEZA,SRV-NODE-2
ERP-06052,PROJ-5799,Piura,Videoconference,58,67,21170,38632,27183,11449,14,17,PM_PEREZ,SRV-NODE-10
ERP-06053,PROJ-3087,Iquitos,Project Mgmt,92,117,36064,59064,44539,14525,29,31,PM_RIVAS,SRV-NODE-10
ERP-06054,PROJ-3831,Huancayo,Business Proc,55,71,19910,32233,27362,4871,23,27,PM_VEGA,SRV-NODE-6
ERP-06055,PROJ-9012,Huancayo,Audiovisual,64,85,13568,25203,15216,9987,10,3,PM_VEGA,SRV-NODE-8
ERP-06056,PROJ-4473,Iquitos,Videoconference,28,36,16352,28621,22521,6100,41,4,PM_VEGA,SRV-NODE-10
ERP-06057,PROJ-8135,Lima,Project Mgmt,65,76,32175,59617,36595,23022,30,3,PM_VEGA,SRV-NODE-4
ERP-06058,PROJ-9508,Huancayo,Videoconference,90,107,45360,91549,46454,45095,33,56,PM_MEZA,SRV-NODE-3
ERP-06059,PROJ-1790,Lima,Business Proc,68,86,15912,32401,21711,10690,36,28,PM_MEZA,SRV-NODE-3
ERP-06060,PROJ-3191,Cusco,Project Mgmt,65,76,35750,66175,44743,21432,12,6,PM_MEZA,SRV-NODE-3
ERP-06061,PROJ-4517,Cajamarca,Audiovisual,107,124,51146,94349,68133,26216,18,5,PM_VEGA,SRV-NODE-5
ERP-06062,PROJ-5652,Lima,Business Proc,37,49,20720,39139,20745,18394,36,31,PM_SOTO,SRV-NODE-2
ERP-06063,PROJ-2858,Cajamarca,Videoconference,106,109,61162,126687,69213,57474,31,29,PM_RIVAS,SRV-NODE-9
ERP-06064,PROJ-2896,Piura,Business Proc,84,101,38556,79123,52307,26816,16,25,PM_RIVAS,SRV-NODE-10
ERP-06065,PROJ-5909,Lima,Business Proc,119,154,59619,97992,62582,35410,25,17,PM_MEZA,SRV-NODE-8
ERP-06066,PROJ-2286,Tacna,Project Mgmt,20,20,4500,8979,5706,3273,11,7,PM_VEGA,SRV-NODE-4
ERP-06067,PROJ-8147,Tacna,Business Proc,151,191,30502,59041,37207,21834,14,18,PM_RIVAS,SRV-NODE-9
ERP-06068,PROJ-8506,Piura,Business Proc,179,214,40454,75696,45439,30257,20,29,PM_MEZA,SRV-NODE-10
ERP-06069,PROJ-5293,Arequipa,Audiovisual,97,128,33271,59419,43269,16150,17,17,PM_PEREZ,SRV-NODE-1
ERP-06070,PROJ-3165,Huancayo,Project Mgmt,89,93,51353,103718,66480,37238,35,30,PM_PEREZ,SRV-NODE-9
ERP-06071,PROJ-9764,Tacna,Audiovisual,36,37,13752,25782,13943,11839,47,5,PM_RIVAS,SRV-NODE-8
ERP-06072,PROJ-1956,Trujillo,Audiovisual,170,197,100640,212764,109437,103327,39,57,PM_RIVAS,SRV-NODE-2
ERP-06073,PROJ-8469,Iquitos,Audiovisual,71,95,18602,34569,25043,9526,33,42,PM_PEREZ,SRV-NODE-4
ERP-06074,PROJ-6355,Piura,Audiovisual,130,164,51350,84672,66777,17895,49,62,PM_RIVAS,SRV-NODE-2
ERP-06075,PROJ-4705,Arequipa,Business Proc,85,109,39695,83006,40793,42213,27,43,PM_SOTO,SRV-NODE-3
ERP-06076,PROJ-5035,Lima,Business Proc,132,162,54120,105084,74583,30501,30,25,PM_SOTO,SRV-NODE-4
ERP-06077,PROJ-4296,Piura,Videoconference,63,74,13230,24542,14610,9932,39,40,PM_MEZA,SRV-NODE-9
ERP-06078,PROJ-8698,Cusco,Business Proc,46,57,17342,28264,18845,9419,11,10,PM_PEREZ,SRV-NODE-6
ERP-06079,PROJ-6151,Arequipa,Project Mgmt,104,121,48776,91270,62997,28273,18,5,PM_MEZA,SRV-NODE-6
ERP-06080,PROJ-7173,Lima,Project Mgmt,158,170,83424,163676,96017,67659,26,31,PM_VEGA,SRV-NODE-9
ERP-06081,PROJ-3048,Huancayo,Videoconference,84,97,34020,58989,36890,22099,19,15,PM_MEZA,SRV-NODE-7
ERP-06082,PROJ-6737,Tacna,Videoconference,124,145,68448,134486,73968,60518,18,20,PM_VEGA,SRV-NODE-6
ERP-06083,PROJ-3101,Trujillo,Project Mgmt,62,79,24800,50083,25360,24723,3,2,PM_VEGA,SRV-NODE-4
ERP-06084,PROJ-8621,Lima,Project Mgmt,154,159,70070,121714,84488,37226,32,6,PM_RIVAS,SRV-NODE-2
ERP-06085,PROJ-1537,Puno,Audiovisual,31,32,7037,13816,7678,6138,38,9,PM_VEGA,SRV-NODE-1
ERP-06086,PROJ-4966,Iquitos,Business Proc,153,178,31365,68297,40324,27973,5,7,PM_VEGA,SRV-NODE-1
ERP-06087,PROJ-6285,Piura,Videoconference,149,200,76139,141292,102095,39197,18,20,PM_RIVAS,SRV-NODE-3
ERP-06088,PROJ-6824,Tacna,Videoconference,98,104,43316,87536,54736,32800,50,27,PM_RIVAS,SRV-NODE-8
ERP-06089,PROJ-1329,Tacna,Business Proc,80,92,18240,38779,21045,17734,4,6,PM_RIVAS,SRV-NODE-10
ERP-06090,PROJ-6464,Lima,Audiovisual,141,145,72333,126925,81630,45295,5,2,PM_PEREZ,SRV-NODE-5
ERP-06091,PROJ-7578,Cajamarca,Project Mgmt,68,91,17816,33343,20274,13069,46,34,PM_VEGA,SRV-NODE-1
ERP-06092,PROJ-1278,Huancayo,Business Proc,102,104,42942,75106,54736,20370,17,24,PM_RIVAS,SRV-NODE-6
ERP-06093,PROJ-3514,Piura,Project Mgmt,117,131,68211,111303,77127,34176,39,15,PM_PEREZ,SRV-NODE-6
ERP-06094,PROJ-5559,Lima,Project Mgmt,138,171,28428,59345,28610,30735,8,12,PM_SOTO,SRV-NODE-7
ERP-06095,PROJ-6403,Iquitos,Business Proc,161,177,68425,148232,95133,53099,30,15,PM_MEZA,SRV-NODE-6
ERP-06096,PROJ-8681,Piura,Business Proc,47,62,14147,30401,19081,11320,50,23,PM_RIVAS,SRV-NODE-9
ERP-06097,PROJ-9128,Cusco,Business Proc,33,44,10692,17498,14739,2759,4,3,PM_RIVAS,SRV-NODE-4
ERP-06098,PROJ-8053,Cajamarca,Audiovisual,124,144,55056,99998,71280,28718,25,5,PM_RIVAS,SRV-NODE-1
ERP-06099,PROJ-5190,Cusco,Audiovisual,67,74,30217,53690,34587,19103,38,62,PM_RIVAS,SRV-NODE-1
ERP-06100,PROJ-9296,Tacna,Videoconference,90,92,53280,116534,68477,48057,48,64,PM_MEZA,SRV-NODE-3
ERP-06101,PROJ-9027,Lima,Videoconference,90,102,50850,87631,67940,19691,11,1,PM_VEGA,SRV-NODE-10
ERP-06102,PROJ-8407,Arequipa,Project Mgmt,177,235,101598,172938,116505,56433,5,5,PM_RIVAS,SRV-NODE-7
ERP-06103,PROJ-5101,Cajamarca,Business Proc,173,199,60031,108721,62846,45875,18,29,PM_PEREZ,SRV-NODE-6
ERP-06104,PROJ-4168,Puno,Business Proc,113,121,43618,91654,48184,43470,48,35,PM_VEGA,SRV-NODE-7
ERP-06105,PROJ-8868,Piura,Project Mgmt,168,206,56616,105411,62382,43029,30,16,PM_RIVAS,SRV-NODE-3
ERP-06106,PROJ-9007,Puno,Videoconference,48,58,20880,38745,21779,16966,26,43,PM_SOTO,SRV-NODE-10
ERP-06107,PROJ-2834,Arequipa,Project Mgmt,152,164,42560,70796,54298,16498,19,13,PM_VEGA,SRV-NODE-10
ERP-06108,PROJ-7929,Puno,Audiovisual,24,31,8016,15826,10482,5344,19,10,PM_SOTO,SRV-NODE-3
ERP-06109,PROJ-8522,Tacna,Audiovisual,116,141,59856,105560,73547,32013,29,21,PM_MEZA,SRV-NODE-9
ERP-06110,PROJ-3857,Piura,Project Mgmt,21,23,4284,8230,5019,3211,11,8,PM_VEGA,SRV-NODE-4
ERP-06111,PROJ-8698,Huancayo,Audiovisual,88,106,39864,68769,53310,15459,48,30,PM_MEZA,SRV-NODE-3
ERP-06112,PROJ-8904,Piura,Project Mgmt,179,196,61934,119598,82380,37218,22,33,PM_RIVAS,SRV-NODE-1
ERP-06113,PROJ-7432,Trujillo,Business Proc,158,176,80896,149520,98649,50871,32,27,PM_RIVAS,SRV-NODE-7
ERP-06114,PROJ-9155,Iquitos,Audiovisual,160,174,73760,129556,91193,38363,22,11,PM_MEZA,SRV-NODE-8
ERP-06115,PROJ-9152,Piura,Business Proc,93,110,21390,35156,29323,5833,18,2,PM_PEREZ,SRV-NODE-8
ERP-06116,PROJ-2058,Huancayo,Videoconference,143,159,36894,76245,47657,28588,13,6,PM_PEREZ,SRV-NODE-6
ERP-06117,PROJ-2142,Arequipa,Business Proc,64,71,32832,60771,39296,21475,18,1,PM_RIVAS,SRV-NODE-4
ERP-06118,PROJ-9634,Iquitos,Videoconference,150,179,79950,147864,100692,47172,31,53,PM_PEREZ,SRV-NODE-4
ERP-06119,PROJ-7888,Lima,Business Proc,162,206,47790,100806,54285,46521,44,64,PM_SOTO,SRV-NODE-8
ERP-06120,PROJ-4240,Arequipa,Audiovisual,50,67,25100,43730,30061,13669,45,27,PM_PEREZ,SRV-NODE-7
ERP-06121,PROJ-5078,Huancayo,Audiovisual,148,185,34484,67210,47748,19462,48,80,PM_PEREZ,SRV-NODE-3
ERP-06122,PROJ-7194,Lima,Project Mgmt,175,198,67550,130000,78734,51266,14,14,PM_MEZA,SRV-NODE-7
ERP-06123,PROJ-5239,Cajamarca,Project Mgmt,107,126,55212,95170,71690,23480,49,53,PM_VEGA,SRV-NODE-8
ERP-06124,PROJ-1102,Tacna,Business Proc,39,48,18096,30684,20857,9827,28,9,PM_VEGA,SRV-NODE-9
ERP-06125,PROJ-9805,Iquitos,Project Mgmt,146,168,54020,92905,73770,19135,21,35,PM_RIVAS,SRV-NODE-6
ERP-06126,PROJ-6770,Huancayo,Videoconference,129,132,37926,65819,49078,16741,33,46,PM_PEREZ,SRV-NODE-9
ERP-06127,PROJ-7962,Arequipa,Audiovisual,59,66,17995,31491,18918,12573,12,10,PM_PEREZ,SRV-NODE-9
ERP-06128,PROJ-6880,Arequipa,Videoconference,46,56,21022,44568,23995,20573,18,26,PM_PEREZ,SRV-NODE-7
ERP-06129,PROJ-1420,Trujillo,Project Mgmt,166,222,85656,179957,91273,88684,19,31,PM_PEREZ,SRV-NODE-10
ERP-06130,PROJ-1911,Trujillo,Project Mgmt,67,67,30016,62321,39474,22847,13,8,PM_PEREZ,SRV-NODE-6
ERP-06131,PROJ-3390,Iquitos,Audiovisual,33,39,9834,20133,11670,8463,36,64,PM_SOTO,SRV-NODE-9
ERP-06132,PROJ-7311,Lima,Project Mgmt,156,168,62868,108279,78075,30204,30,52,PM_VEGA,SRV-NODE-3
ERP-06133,PROJ-3732,Lima,Audiovisual,76,88,22800,42240,27792,14448,40,50,PM_SOTO,SRV-NODE-5
ERP-06134,PROJ-2290,Piura,Audiovisual,93,116,34782,59920,48313,11607,15,10,PM_PEREZ,SRV-NODE-10
ERP-06135,PROJ-9059,Lima,Videoconference,90,96,23310,41978,30736,11242,3,3,PM_VEGA,SRV-NODE-7
ERP-06136,PROJ-5965,Puno,Business Proc,40,44,14840,27840,15308,12532,48,80,PM_SOTO,SRV-NODE-10
ERP-06137,PROJ-7695,Cusco,Business Proc,158,170,36656,68979,38517,30462,30,53,PM_RIVAS,SRV-NODE-10
ERP-06138,PROJ-5600,Lima,Audiovisual,110,133,49280,83139,58590,24549,37,62,PM_RIVAS,SRV-NODE-6
ERP-06139,PROJ-1594,Puno,Business Proc,47,61,25333,45490,29352,16138,19,6,PM_VEGA,SRV-NODE-10
ERP-06140,PROJ-1526,Lima,Project Mgmt,98,103,43022,74815,54963,19852,21,30,PM_PEREZ,SRV-NODE-2
ERP-06141,PROJ-1947,Cusco,Project Mgmt,176,208,59840,107341,78958,28383,40,23,PM_SOTO,SRV-NODE-6
ERP-06142,PROJ-2903,Lima,Audiovisual,180,232,84600,150803,114015,36788,17,2,PM_MEZA,SRV-NODE-5
ERP-06143,PROJ-6237,Arequipa,Business Proc,33,39,19437,31595,19477,12118,44,76,PM_VEGA,SRV-NODE-1
ERP-06144,PROJ-2679,Trujillo,Project Mgmt,50,56,20800,41933,24486,17447,45,35,PM_SOTO,SRV-NODE-10
ERP-06145,PROJ-7503,Tacna,Business Proc,135,151,40230,70207,48143,22064,6,10,PM_PEREZ,SRV-NODE-1
ERP-06146,PROJ-6964,Trujillo,Videoconference,175,230,88375,194172,106526,87646,22,21,PM_MEZA,SRV-NODE-6
ERP-06147,PROJ-2125,Cajamarca,Audiovisual,27,29,10611,21379,10898,10481,49,39,PM_PEREZ,SRV-NODE-10
ERP-06148,PROJ-4329,Cajamarca,Audiovisual,142,160,70716,124008,72087,51921,25,16,PM_MEZA,SRV-NODE-7
ERP-06149,PROJ-6444,Iquitos,Videoconference,154,205,80234,163393,81119,82274,22,28,PM_SOTO,SRV-NODE-4
ERP-06150,PROJ-4623,Tacna,Videoconference,108,109,26028,48152,33454,14698,31,26,PM_RIVAS,SRV-NODE-5
ERP-06151,PROJ-1719,Iquitos,Business Proc,24,24,13920,27651,17226,10425,17,22,PM_MEZA,SRV-NODE-7
ERP-06152,PROJ-7105,Cusco,Business Proc,32,40,7680,14416,9413,5003,43,14,PM_MEZA,SRV-NODE-2
ERP-06153,PROJ-2753,Piura,Project Mgmt,177,195,70977,129265,80286,48979,31,28,PM_MEZA,SRV-NODE-7
ERP-06154,PROJ-2935,Tacna,Audiovisual,30,35,8310,16882,11331,5551,21,8,PM_RIVAS,SRV-NODE-9
ERP-06155,PROJ-5190,Trujillo,Business Proc,111,124,37185,71860,37900,33960,21,26,PM_RIVAS,SRV-NODE-1
ERP-06156,PROJ-5463,Arequipa,Videoconference,79,96,22831,43780,28949,14831,35,5,PM_VEGA,SRV-NODE-8
ERP-06157,PROJ-2034,Cusco,Business Proc,31,33,16492,33984,16738,17246,17,14,PM_MEZA,SRV-NODE-10
ERP-06158,PROJ-6575,Cusco,Project Mgmt,145,170,48865,93428,66028,27400,41,46,PM_VEGA,SRV-NODE-7
ERP-06159,PROJ-5984,Cajamarca,Project Mgmt,48,54,28272,49164,37851,11313,9,3,PM_PEREZ,SRV-NODE-10
ERP-06160,PROJ-4096,Tacna,Videoconference,34,45,9758,21424,11193,10231,30,25,PM_RIVAS,SRV-NODE-4
ERP-06161,PROJ-2722,Trujillo,Videoconference,23,23,9407,17835,12560,5275,26,24,PM_PEREZ,SRV-NODE-1
